PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,OWN%
Kaden Smith,TE,SF,@TB,-110,51.00,1.00,25.00,4000,0.7,0.2,0.40
Deon Yelder,TE,KC,@JAX,-120,51.50,-3.00,27.25,4000,1.9,0.5,0.39
Raheem Mostert,RB,SF,@TB,-110,51.00,1.00,25.00,4500,1.9,0.4,0.39
Chester Rogers,WR,IND,@LAC,-110,44.50,6.50,19.00,4700,2.9,0.6,0.38
MyCole Pruitt,TE,TEN,@CLE,-110,45.50,5.50,20.00,4000,0.6,0.1,0.38
Ryan Fitzpatrick,QB,MIA,BAL,-110,38.50,6.50,16.00,6200,16.2,2.6,0.36
Dontrell Hilliard,RB,CLE,TEN,-110,45.50,-5.50,25.50,4800,3.2,0.7,0.35
Wendell Smallwood,RB,WAS,@PHI,-110,45.00,10.00,17.50,4700,1.7,0.4,0.35
Tanner Hudson,TE,TB,SF,-110,51.00,-1.00,26.00,4000,0.9,0.2,0.35
Corey Clement,RB,PHI,WAS,-110,45.00,-10.00,27.50,4500,1.8,0.4,0.34
Albert Wilson,WR,MIA,BAL,-110,38.50,6.50,16.00,5000,6.6,1.3,0.32
Parris Campbell,WR,IND,@LAC,-110,44.50,6.50,19.00,5000,2.5,0.5,0.32
Robert Davis,WR,WAS,@PHI,-110,45.00,10.00,17.50,4500,1.5,0.3,0.32
Ricky Seals-Jones,TE,CLE,TEN,-110,45.50,-5.50,25.50,4700,0.7,0.2,0.31
D'Ernest Johnson,RB,CLE,TEN,-110,45.50,-5.50,25.50,4500,2.9,0.6,0.30
Mike Boone,RB,MIN,ATL,-110,47.50,-4.00,25.75,4500,1.4,0.3,0.29
Alfred Morris,RB,DAL,NYG,-105,45.50,-7.50,26.50,5400,1.2,0.2,0.29
Jaeden Graham,TE,ATL,@MIN,-110,47.50,4.00,21.75,4000,1.1,0.3,0.29
Darwin Thompson,RB,KC,@JAX,-120,51.50,-3.00,27.25,4500,3.7,0.8,0.27
Alex Erickson,WR,CIN,@SEA,-110,44.00,9.50,17.25,4500,2.0,0.4,0.27
Jordan Wilkins,RB,IND,@LAC,-110,44.50,6.50,19.00,4600,2.6,0.6,0.24
Wayne Gallman,RB,NYG,@DAL,-115,45.50,7.50,19.00,4500,2.3,0.5,0.24
Devin Smith,WR,DAL,NYG,-105,45.50,-7.50,26.50,4500,1.2,0.3,0.24
Mack Hollins,WR,PHI,WAS,-110,45.00,-10.00,27.50,4500,1.2,0.3,0.24
Deon Cain,WR,IND,@LAC,-110,44.50,6.50,19.00,4500,2.1,0.5,0.23
Justin Watson,WR,TB,SF,-110,51.00,-1.00,26.00,4500,1.7,0.4,0.23
Andy Isabella,WR,ARI,DET,-105,46.50,2.50,22.00,4600,3.1,0.7,0.22
Gus Edwards,RB,BAL,@MIA,-110,38.50,-6.50,22.50,4800,4.2,0.9,0.21
Jordan Scarlett,RB,CAR,LAR,-110,50.00,1.50,24.25,4700,2.1,0.4,0.21
Jakeem Grant,WR,MIA,BAL,-110,38.50,6.50,16.00,4500,5.6,1.2,0.20
Chase Edmonds,RB,ARI,DET,-105,46.50,2.50,22.00,5100,3.5,0.7,0.20
Ameer Abdullah,RB,MIN,ATL,-110,47.50,-4.00,25.75,4500,0.6,0.1,0.19
Luke Stocker,TE,ATL,@MIN,-110,47.50,4.00,21.75,4000,0.5,0.1,0.19
David Fluellen,RB,TEN,@CLE,-110,45.50,5.50,20.00,4500,0.4,0.1,0.19
Dalyn Dawkins,RB,TEN,@CLE,-110,45.50,5.50,20.00,4500,0.3,0.1,0.19
Kalen Ballage,RB,MIA,BAL,-110,38.50,6.50,16.00,5700,7.5,1.3,0.18
Justice Hill,RB,BAL,@MIA,-110,38.50,-6.50,22.50,5000,4.0,0.8,0.18
Reggie Bonnafon,RB,CAR,LAR,-110,50.00,1.50,24.25,4500,1.8,0.4,0.18
Darius Slayton,WR,NYG,@DAL,-115,45.50,7.50,19.00,4500,1.6,0.3,0.18
Russell Gage,WR,ATL,@MIN,-110,47.50,4.00,21.75,4500,1.9,0.4,0.17
Nick Boyle,TE,BAL,@MIA,-110,38.50,-6.50,22.50,4000,1.8,0.4,0.17
Seth Roberts,WR,BAL,@MIA,-110,38.50,-6.50,22.50,4500,3.5,0.8,0.16
Bobo Wilson,WR,TB,SF,-110,51.00,-1.00,26.00,4500,1.2,0.3,0.16
Blake Bell,TE,KC,@JAX,-120,51.50,-3.00,27.25,4000,0.6,0.2,0.16
Jordan Chunn,RB,DAL,NYG,-105,45.50,-7.50,26.50,4500,0.4,0.1,0.16
Chris Moore,WR,BAL,@MIA,-110,38.50,-6.50,22.50,5100,3.4,0.7,0.15
Troymaine Pope,RB,LAC,IND,-110,44.50,-6.50,25.50,4500,1.6,0.4,0.15
Darius Jennings,WR,TEN,@CLE,-110,45.50,5.50,20.00,4500,0.5,0.1,0.15
Kelvin Harmon,WR,WAS,@PHI,-110,45.00,10.00,17.50,4500,0.4,0.1,0.15
Steven Sims,WR,WAS,@PHI,-110,45.00,10.00,17.50,4500,0.4,0.1,0.15
J.D. McKissic,RB,DET,@ARI,-115,46.50,-2.50,24.50,4500,2.0,0.4,0.14
Geremy Davis,WR,LAC,IND,-110,44.50,-6.50,25.50,4500,1.4,0.3,0.14
Damion Ratley,WR,CLE,TEN,-110,45.50,-5.50,25.50,4500,1.3,0.3,0.14
T.J. Logan,RB,TB,SF,-110,51.00,-1.00,26.00,4500,0.9,0.2,0.13
Trayveon Williams,RB,CIN,@SEA,-110,44.00,9.50,17.25,4500,0.4,0.1,0.13
Qadree Ollison,RB,ATL,@MIN,-110,47.50,4.00,21.75,4700,1.8,0.4,0.12
Samaje Perine,RB,CIN,@SEA,-110,44.00,9.50,17.25,4500,0.2,0.0,0.11
Justin Hardy,WR,ATL,@MIN,-110,47.50,4.00,21.75,4500,1.3,0.3,0.10
Zach Pascal,WR,IND,@LAC,-110,44.50,6.50,19.00,4500,1.0,0.2,0.10
KhaDarel Hodge,WR,CLE,TEN,-110,45.50,-5.50,25.50,4500,0.9,0.2,0.10
Bennie Fowler,WR,NYG,@DAL,-115,45.50,7.50,19.00,4500,0.8,0.2,0.10
Chris Lacy,WR,DET,@ARI,-115,46.50,-2.50,24.50,4500,1.4,0.3,0.09
Scott Miller,WR,TB,SF,-110,51.00,-1.00,26.00,4500,0.5,0.1,0.09
Mike Thomas,WR,LAR,@CAR,-110,50.00,-1.50,25.75,4500,0.9,0.2,0.08
Russell Shepard,WR,NYG,@DAL,-115,45.50,7.50,19.00,4500,0.5,0.1,0.08
Paul Perkins,RB,NYG,@DAL,-115,45.50,7.50,19.00,4700,0.4,0.1,0.08
Travis Fulgham,WR,DET,@ARI,-115,46.50,-2.50,24.50,4500,1.1,0.2,0.07
Isaiah McKenzie,WR,BUF,@NYJ,-105,40.50,2.50,19.00,4500,1.0,0.2,0.07
Brian Hill,RB,ATL,@MIN,-110,47.50,4.00,21.75,4500,1.0,0.2,0.07
Olamide Zaccheaus,WR,ATL,@MIN,-110,47.50,4.00,21.75,4500,0.8,0.2,0.07
Nsimba Webster,WR,LAR,@CAR,-110,50.00,-1.50,25.75,4500,0.7,0.2,0.07
Trevon Wesco,TE,NYJ,BUF,-115,40.50,-2.50,21.50,4500,0.4,0.1,0.07
Cody Core,WR,NYG,@DAL,-115,45.50,7.50,19.00,4800,0.2,0.1,0.07
Ty Johnson,RB,DET,@ARI,-115,46.50,-2.50,24.50,4500,0.7,0.2,0.06
Andre Roberts,WR,BUF,@NYJ,-105,40.50,2.50,19.00,4500,1.0,0.2,0.05
Byron Pringle,WR,KC,@JAX,-120,51.50,-3.00,27.25,4500,0.9,0.2,0.05
Kenjon Barner,RB,ATL,@MIN,-110,47.50,4.00,21.75,4500,0.6,0.1,0.05
Case Keenum,QB,WAS,@PHI,-110,45.00,10.00,17.50,6200,9.0,1.5,0.04
Trenton Cannon,RB,NYJ,BUF,-115,40.50,-2.50,21.50,4600,2.2,0.5,0.04
Josh Bellamy,WR,NYJ,BUF,-115,40.50,-2.50,21.50,4500,1.6,0.4,0.03
D.J. Foster,RB,ARI,DET,-105,46.50,2.50,22.00,4500,0.8,0.2,0.03
Darrel Williams,RB,KC,@JAX,-120,51.50,-3.00,27.25,4800,0.5,0.1,0.03
Allen Hurns,WR,MIA,BAL,-110,38.50,6.50,16.00,4500,3.1,0.7,0.02
Bilal Powell,RB,NYJ,BUF,-115,40.50,-2.50,21.50,4500,1.5,0.3,0.02
Mark Walton,RB,MIA,BAL,-110,38.50,6.50,16.00,4500,2.7,0.6,0.01
Preston Williams,WR,MIA,BAL,-110,38.50,6.50,16.00,4500,2.4,0.5,0.01
Durham Smythe,TE,MIA,BAL,-110,38.50,6.50,16.00,4000,0.9,0.2,0.01
Nick O'Leary,TE,MIA,BAL,-110,38.50,6.50,16.00,4000,0.9,0.2,0.01
Myles Gaskin,RB,MIA,BAL,-110,38.50,6.50,16.00,4500,1.3,0.3,0.00
Chandler Cox,RB,MIA,BAL,-110,38.50,6.50,16.00,4500,0.2,0.0,0.00
