PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,OWN%
Bennie Fowler,WR,NYG,@DAL,-115,45.50,7.50,19.00,4500,0.8,0.2,0.07
Scott Miller,WR,TB,SF,-110,51.00,-1.00,26.00,4500,0.5,0.1,0.07
Trevon Wesco,TE,NYJ,BUF,-115,40.50,-2.50,21.50,4500,0.4,0.1,0.07
Michael Crabtree,WR,ARI,DET,-105,46.50,2.50,22.00,4600,1.7,0.4,0.06
Mike Thomas,WR,LAR,@CAR,-110,50.00,-2.00,26.00,4500,0.9,0.2,0.06
Russell Shepard,WR,NYG,@DAL,-115,45.50,7.50,19.00,4500,0.5,0.1,0.06
Paul Perkins,RB,NYG,@DAL,-115,45.50,7.50,19.00,4700,0.4,0.1,0.06
Dwayne Harris,WR,OAK,DEN,-110,43.00,2.50,20.25,4500,1.7,0.4,0.05
Travis Fulgham,WR,DET,@ARI,-115,46.50,-2.50,24.50,4500,1.1,0.2,0.05
Isaiah McKenzie,WR,BUF,@NYJ,-105,40.50,2.50,19.00,4500,1.0,0.2,0.05
Brian Hill,RB,ATL,@MIN,-110,47.50,4.00,21.75,4500,1.0,0.2,0.05
Olamide Zaccheaus,WR,ATL,@MIN,-110,47.50,4.00,21.75,4500,0.8,0.2,0.05
Ty Johnson,RB,DET,@ARI,-115,46.50,-2.50,24.50,4500,0.7,0.2,0.05
Nsimba Webster,WR,LAR,@CAR,-110,50.00,-2.00,26.00,4500,0.7,0.2,0.05
Cody Core,WR,NYG,@DAL,-115,45.50,7.50,19.00,4800,0.2,0.1,0.05
Kerrith Whyte,RB,CHI,GB,-120,46.50,-3.00,24.75,4500,0.0,0.0,0.05
Trevor Davis,WR,GB,@CHI,100,46.50,3.00,21.75,4500,1.2,0.3,0.04
Andre Roberts,WR,BUF,@NYJ,-105,40.50,2.50,19.00,4500,1.0,0.2,0.04
Byron Pringle,WR,KC,@JAX,-120,51.50,-3.00,27.25,4500,0.9,0.2,0.04
Kenjon Barner,RB,ATL,@MIN,-110,47.50,4.00,21.75,4500,0.6,0.1,0.04
Trenton Cannon,RB,NYJ,BUF,-115,40.50,-2.50,21.50,4600,2.2,0.5,0.03
Josh Bellamy,WR,NYJ,BUF,-115,40.50,-2.50,21.50,4500,1.6,0.4,0.03
Dexter Williams,RB,GB,@CHI,100,46.50,3.00,21.75,4500,0.0,0.0,0.03
Allen Hurns,WR,MIA,BAL,-110,38.50,6.50,16.00,4500,3.1,0.7,0.02
Taysom Hill,QB,NO,HOU,-105,52.50,-7.00,29.75,6100,2.1,0.3,0.02
D.J. Foster,RB,ARI,DET,-105,46.50,2.50,22.00,4500,0.8,0.2,0.02
Darrel Williams,RB,KC,@JAX,-120,51.50,-3.00,27.25,4800,0.5,0.1,0.02
Juwann Winfree,WR,DEN,@OAK,-110,43.00,-2.50,22.75,4500,0.4,0.1,0.02
Preston Williams,WR,MIA,BAL,-110,38.50,6.50,16.00,4500,2.4,0.5,0.01
Bilal Powell,RB,NYJ,BUF,-115,40.50,-2.50,21.50,4500,1.5,0.3,0.01
Durham Smythe,TE,MIA,BAL,-110,38.50,6.50,16.00,4000,0.9,0.2,0.01
Nick O'Leary,TE,MIA,BAL,-110,38.50,6.50,16.00,4000,0.9,0.2,0.01
Braxton Berrios,WR,NYJ,BUF,-115,40.50,-2.50,21.50,4500,0.4,0.1,0.01
Mark Walton,RB,MIA,BAL,-110,38.50,6.50,16.00,4500,2.7,0.6,0.00
Myles Gaskin,RB,MIA,BAL,-110,38.50,6.50,16.00,4500,1.3,0.3,0.00
Chandler Cox,RB,MIA,BAL,-110,38.50,6.50,16.00,4500,0.2,0.0,0.00
