PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,OWN%
D.J. Foster,RB,ARI,DET,-105,46.50,2.50,22.00,4500,0.8,0.2,0.02
Juwann Winfree,WR,DEN,@OAK,-110,43.00,-2.50,22.75,4500,0.4,0.1,0.02
Preston Williams,WR,MIA,BAL,-110,38.50,6.50,16.00,4500,2.4,0.5,0.01
Bilal Powell,RB,NYJ,BUF,-115,40.50,-2.50,21.50,4500,1.5,0.3,0.01
Durham Smythe,TE,MIA,BAL,-110,38.50,6.50,16.00,4000,0.9,0.2,0.01
Nick O'Leary,TE,MIA,BAL,-110,38.50,6.50,16.00,4000,0.9,0.2,0.01
Braxton Berrios,WR,NYJ,BUF,-115,40.50,-2.50,21.50,4500,0.4,0.1,0.01
Mark Walton,RB,MIA,BAL,-110,38.50,6.50,16.00,4500,2.7,0.6,0.00
Myles Gaskin,RB,MIA,BAL,-110,38.50,6.50,16.00,4500,1.3,0.3,0.00
Chandler Cox,RB,MIA,BAL,-110,38.50,6.50,16.00,4500,0.2,0.0,0.00
